name,hasCustomObject,keyPrefix,label,labelPlural,createable,updateable,deletable,activateable,associateEntityType,associateParentEntity,compactLayoutable,custom,customSetting,deepCloneable,defaultImplementation,deprecatedAndHidden,feedEnabled,hasSubtypes,idEnabled,implementedBy,implementsInterfaces,isInterface,isSubtype,layoutable,mergeable,mruEnabled,networkScopeFieldName,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,DescribeFields,RecordTypeInfos,searchLayoutable,dataTranslationEnabled
OpportunityRelatedDeleteLog,true,0oe,Opportunity Related Delete Log,Opportunity Related Delete Log,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
OpportunityScore,,0Gq,Opportunity Score,Opportunity Scores,true,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,true,false,,,,
OpportunitySplit,true,049,Opportunity Split,Opportunity Splits,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OpportunitySplitType,,149,Opportunity Split Type,Opportunity Split Types,false,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
OpportunityStage,,01J,Opportunity Stage,Opportunity Stage,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
OpportunityTeamMember,true,00q,Opportunity Team Member,Opportunity Team,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OpptyLineItemSplitType,,10Y,Opportunity Product Split Type,Opportunity Product Split Types,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
Order,true,801,Order,Orders,true,true,true,true,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
OrderAdjustmentGroup,true,0az,Order Adjustment Group,Order Adjustment Groups,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OrderAdjustmentGroupSummary,true,0aj,Order Adjustment Group Summary,Order Adjustment Group Summaries,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
OrderChangeLog,,0dy,Order Change Log,Order Change Logs,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,false,,,,
OrderDeliveryGroup,true,2Dg,Order Delivery Group,Order Delivery Groups,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OrderDeliveryGroupSummary,true,0ag,Order Delivery Group Summary,Order Delivery Group Summaries,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
OrderDeliveryMethod,true,2Dm,Order Delivery Method,Order Delivery Methods,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
OrderDeliveryMethodOwnerSharingRule,,,Order Delivery Method Owner Rule,Order Delivery Method Owner Rule,true,true,true,false,OwnerSharingRule,OrderDeliveryMethod,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrderItem,true,802,Order Product,Order Products,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OrderItemAdjustmentLineItem,true,3qZ,Order Product Adjustment Line Item,Order Product Adjustment Line Items,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OrderItemAdjustmentLineSummary,true,0ah,Order Product Adjustment Line Item Summary,Order Product Adjustment Line Item Summaries,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
OrderItemRelationship,true,0ay,Order Product Relationship,Order Product Relationships,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OrderItemSummary,true,10u,Order Product Summary,Order Product Summaries,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
OrderItemSummaryChange,true,1oc,Order Product Summary Change,Order Product Summary Changes,false,false,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,false,,,,
OrderItemSummaryRelationship,true,20u,Order Product Summary Relationship,Order Product Summary Relationships,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
OrderItemTaxLineItem,true,0au,Order Product Tax Line Item,Order Product Tax Line Items,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,false,,,,
OrderItemTaxLineItemSummary,true,0ai,Order Product Tax Line Item Summary,Order Product Tax Line Item Summaries,false,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
OrderItemType,,,Order Product Type,Order Product Types,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
OrderOwnerSharingRule,,0Fs,Order Owner Sharing Rule,Order Owner Sharing Rule,true,true,true,false,OwnerSharingRule,Order,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrderPaymentSummary,true,0bM,Order Payment Summary,Order Payment Summaries,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,,true,,,true,
OrderPaymentSummaryOwnerSharingRule,,,Order Payment Summary Owner Rule,Order Payment Summary Owner Rule,true,true,true,false,OwnerSharingRule,OrderPaymentSummary,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrderPaymentSummaryReference,true,2Pr,Order Payment Summary Reference,Order Payment Summary References,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,true,,,,
OrderStatus,,,Order Status Value,Order Status Values,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
OrderStatusChangedEvent,,0kv,Order Status Changed Event,Order Status Changed Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
OrderSummary,true,1Os,Order Summary,Order Summaries,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,,true,,,true,
OrderSummaryAdditionalInfo,true,0hh,Order Summary Additional Info,Order Summary Additional Infos,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,true,,,,
OrderSummaryAdditionalInfoOwnerSharingRule,,,Order Summary Additional Info Owner Rule,Order Summary Additional Info Owner Rule,true,true,true,false,OwnerSharingRule,OrderSummaryAdditionalInfo,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrderSummaryCreatedEvent,,0bH,Order Summary Created Event,Order Summary Created Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
OrderSummaryOwnerSharingRule,,,Order Summary Owner Rule,Order Summary Owner Rule,true,true,true,false,OwnerSharingRule,OrderSummary,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrderSummaryRelationship,true,20s,Order Summary Relationship,Order Summary Relationships,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
OrderSummaryRoutingSchedule,true,0ra,Order Summary Routing Schedule,Order Summary Routing Schedules,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,true,,,,
OrderSummaryRoutingScheduleOwnerSharingRule,,,Order Summary Routing Schedule Owner Rule,Order Summary Routing Schedule Owner Rule,true,true,true,false,OwnerSharingRule,OrderSummaryRoutingSchedule,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrderSumStatusChangedEvent,,0d2,Order Summary Status Changed Event,Order Summary Status Changed Event,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
Organization,,00D,Organization,Organizations,false,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrgEmailAddressSecurity,,0D3,Organization Email Address Security,Organization Email Address Security,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrgIncidentSummary,true,7qx,Organization Incident Summary,Organization Incident Summaries,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
OrgIncidentSummaryOwnerSharingRule,,,Organization Incident Summary Owner Rule,Organization Incident Summary Owner Rule,true,true,true,false,OwnerSharingRule,OrgIncidentSummary,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OrgLifecycleNotification,,0OL,Org Lifecycle Notification,Org Lifecycle Notification,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
OrgMetric,,3v1,Org Metric,Org Metrics,true,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
OrgMetricScanResult,true,9aM,Org Metric Scan Result,Org Metric Scan Results,true,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
OrgMetricScanSummary,true,6mX,Org Metric Scan Summary,Org Metric Scan Summaries,true,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
OrgWideEmailAddress,,0D2,Organization-wide From Email Address,Organization-wide From Email Addresses,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OSAsyncChgCompletedEvent,,2cc,Order Summary Async Change Completed Event,Order Summary Async Change Completed Event,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
OtherComponentTask,true,8kJ,Other Component Task,Other Component Tasks,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
OtherComponentTaskOwnerSharingRule,,,Other Component Task Owner Rule,Other Component Task Owner Rule,true,true,true,false,OwnerSharingRule,OtherComponentTask,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OtherEmssnFctrSet,true,0pR,Other Emissions Factor Set,Other Emissions Factor Sets,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
OtherEmssnFctrSetItem,true,0pS,Other Emissions Factor Set Item,Other Emissions Factor Set Items,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
OtherEmssnFctrSetOwnerSharingRule,,,Other Emissions Factor Set Owner Rule,Other Emissions Factor Set Owner Rule,true,true,true,false,OwnerSharingRule,OtherEmssnFctrSet,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
OutgoingEmail,,0Q1,Outgoing Email,Outgoing Emails,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
OutgoingEmailRelation,,0Q3,Outgoing Email Relation,Outgoing Email Relations,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
OutOfOffice,,1OO,Out Of Office,Out Of Offices,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,true,,,,
OwnedContentDocument,,,User Owned File,User Owned File,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,false,false,false,false,,false,,,,
OwnerChangeOptionInfo,,0Cy,Change Owner Option Info,Change Owner Options Info,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
PackageLicense,,050,Package License,Package License,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
Pardot_Template__mdt,true,m0O,Pardot Template,Pardot Templates,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
PardotTenant,,0Uv,Business Unit,Business Units,true,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,false,,false,,,,
Participant,,0lH,Participant,Participants,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
ParticipantRole,,0gd,Participant Role,Participant Roles,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
Partner,,00I,Partner,Partner,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
PartnerFundAllocation,true,0R8,Partner Fund Allocation,Partner Fund Allocations,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PartnerFundAllocationOwnerSharingRule,,,Partner Fund Allocation Owner Rule,Partner Fund Allocation Owner Rule,true,true,true,false,OwnerSharingRule,PartnerFundAllocation,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartnerFundClaim,true,0RB,Partner Fund Claim,Partner Fund Claims,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PartnerFundClaimOwnerSharingRule,,,Partner Fund Claim Owner Rule,Partner Fund Claim Owner Rule,true,true,true,false,OwnerSharingRule,PartnerFundClaim,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartnerFundRequest,true,0RJ,Partner Fund Request,Partner Fund Requests,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PartnerFundRequestOwnerSharingRule,,,Partner Fund Request Owner Rule,Partner Fund Request Owner Rule,true,true,true,false,OwnerSharingRule,PartnerFundRequest,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartnerMarketingBudget,true,0Cw,Partner Marketing Budget,Partner Marketing Budgets,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PartnerMarketingBudgetOwnerSharingRule,,,Partner Marketing Budget Owner Rule,Partner Marketing Budget Owner Rule,true,true,true,false,OwnerSharingRule,PartnerMarketingBudget,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartnerRole,true,,Partner Role Value,Partner Role Value,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
PartyConsent,true,0g8,Party Consent,Party Consents,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PartyConsentOwnerSharingRule,,,Party Consent Owner Rule,Party Consent Owner Rule,true,true,true,false,OwnerSharingRule,PartyConsent,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartyCreditProfile,true,171,Party Credit Profile,Party Credit Profiles,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,true,,,,
PartyCreditProfileOwnerSharingRule,,,Party Credit Profile Owner Rule,Party Credit Profile Owner Rule,true,true,true,false,OwnerSharingRule,PartyCreditProfile,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartyExpense,true,139,Party Expense,Party Expenses,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PartyExpenseOwnerSharingRule,,,Party Expense Owner Rule,Party Expense Owner Rule,true,true,true,false,OwnerSharingRule,PartyExpense,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartyFinancialAsset,true,12M,Party Financial Asset,Party Financial Assets,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PartyFinancialAssetLien,true,1AC,Party Financial Asset Lien,Party Financial Asset Liens,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PartyFinancialAssetOwnerSharingRule,,,Party Financial Asset Owner Rule,Party Financial Asset Owner Rule,true,true,true,false,OwnerSharingRule,PartyFinancialAsset,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartyFinancialLiability,true,170,Party Financial Liability,Party Financial Liabilities,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PartyFinancialLiabilityOwnerSharingRule,,,Party Financial Liability Owner Rule,Party Financial Liability Owner Rule,true,true,true,false,OwnerSharingRule,PartyFinancialLiability,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartyFinclAssetAddlOwner,true,15y,Party Financial Asset Additional Owner,Party Financial Asset Additional Owners,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PartyFinclLiabAddlBrwr,true,17O,Party Fincl Liability Addl Borrower,Party Fincl Liability Addl Borrowers,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PartyIncome,true,2m3,Party Income,Party Incomes,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PartyIncomeOwnerSharingRule,,,Party Income Owner Rule,Party Income Owner Rule,true,true,true,false,OwnerSharingRule,PartyIncome,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartyProfile,true,0xU,Party Profile,Party Profiles,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PartyProfileOwnerSharingRule,,,Party Profile Owner Rule,Party Profile Owner Rule,true,true,true,false,OwnerSharingRule,PartyProfile,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PartyRoleRelation,true,0zl,Party Role Relationship,Party Role Relationships,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PartyRoleRelationOwnerSharingRule,,,Party Role Relationship Owner Rule,Party Role Relationship Owner Rule,true,true,true,false,OwnerSharingRule,PartyRoleRelation,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PatientApiRecordLock,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PatientHealthReaction,true,0j1,Patient Health Reaction,Patient Health Reactions,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PatientImmunization,true,0jK,Patient Immunization,Patient Immunizations,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PatientImmunizationOwnerSharingRule,,,Patient Immunization Owner Rule,Patient Immunization Owner Rule,true,true,true,false,OwnerSharingRule,PatientImmunization,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PatientImmunizationProtocol,true,0xB,Patient Immunization Protocol,Patient Immunization Protocols,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PatientImmunizationProtocolOwnerSharingRule,,,Patient Immunization Protocol Owner Rule,Patient Immunization Protocol Owner Rule,true,true,true,false,OwnerSharingRule,PatientImmunizationProtocol,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PatientMedicalProcedure,true,0jQ,Patient Medical Procedure,Patient Medical Procedures,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PatientMedicalProcedureDetail,true,0kC,Patient Medical Procedure Detail,Patient Medical Procedure Details,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PatientMedicalProcedureOwnerSharingRule,,,Patient Medical Procedure Owner Rule,Patient Medical Procedure Owner Rule,true,true,true,false,OwnerSharingRule,PatientMedicalProcedure,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PatientMedicationDosage,true,0j3,Patient Medication Dosage,Patient Medication Dosages,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
Payment,true,0aQ,Payment,Payments,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,true,,,,
PaymentAuthAdjustment,true,9tv,Payment Authorization Adjustment,Payment Authorization Adjustments,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,true,,,,
PaymentAuthorization,true,0Xc,Payment Authorization,Payment Authorizations,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,true,,,,
PaymentGateway,true,0b0,Payment Gateway,Payment Gateways,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,true,,,,
PaymentGatewayLog,,0Xt,Payment Gateway Log,Payment Gateway Logs,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,true,,,,
PaymentGatewayProvider,,0cJ,Payment Gateway Provider,Payment Gateway Providers,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,true,,false,,,,
PaymentGroup,true,9zx,Payment Group,Payment Groups,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,,true,,,,
PaymentInitiationSource,true,1KC,Payment Initiation Source,Payment Initiation Source,false,true,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,false,,,,
PaymentIntent,true,0wp,Payment Intent,Payment Intents,false,true,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,false,,,,
PaymentIntentEvent,,12i,Payment Intent Event,Payment Intent Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
PaymentLineInvoice,true,1PL,Payment Line Invoice,Payment Line Invoices,true,true,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,false,,,,
PaymentLink,true,12f,Payment Link,Payment Links,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PaymentLinkEvent,,13E,Payment Link Event,Payment Link Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
PaymentLinkOwnerSharingRule,,,Payment Link Owner Rule,Payment Link Owner Rule,true,true,true,false,OwnerSharingRule,PaymentLink,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PaymentMandate,true,153,Payment Mandate,Payment Mandates,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PaymentMandateOwnerSharingRule,,,Payment Mandate Owner Rule,Payment Mandate Owner Rule,true,true,true,false,OwnerSharingRule,PaymentMandate,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PaymentMethod,true,0aa,Payment Method,Payment Methods,false,false,false,false,,,false,false,false,false,,false,false,false,true,AlternativePaymentMethod,CardPaymentMethod,DigitalWallet,,true,false,true,false,false,,true,false,true,false,,false,,,,
PaymentRequest,true,0t7,Payment Request,Payment Requests,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PaymentRequestLine,true,0t8,Payment Request Line,Payment Request Lines,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
PaymentRequestOwnerSharingRule,,,Payment Request Owner Rule,Payment Request Owner Rule,true,true,true,false,OwnerSharingRule,PaymentRequest,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PcmtEmssnFctrSet,true,0pT,Procurement Emissions Factor Set,Procurement Emissions Factor Sets,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PcmtEmssnFctrSetItem,true,0pU,Procurement Emissions Factor Set Item,Procurement Emissions Factor Set Items,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
PcmtEmssnFctrSetOwnerSharingRule,,,Procurement Emissions Factor Set Owner Rule,Procurement Emissions Factor Set Owner Rule,true,true,true,false,OwnerSharingRule,PcmtEmssnFctrSet,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PdfGenerationReadyEvent,,5Ch,PDF Generation Ready Event,PDF Generation Ready Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
PdfGenerationRequestEvent,,9By,PDF Generation Request Event,PDF Generation Request Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
PendingOrderSummary,,29s,Pending Order Summary,Pending Order Summaries,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,false,true,false,,false,,,,
PendingOrdSumProcEvent,,0rL,Pending Order Summary Processed Event,Pending Order Summary Processed Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
PendingServiceRouting,true,0JR,Pending Service Routing,Pending Service Routings,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,true,,,,
PendingServiceRoutingInteractionInfo,,0oq,Pending Service Routing Interaction Information,Pending Service Routing Interaction Information,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PendingServiceRoutingOwnerSharingRule,,,Pending Service Routing Owner Rule,Pending Service Routing Owner Rule,true,true,true,false,OwnerSharingRule,PendingServiceRouting,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PercentileBsdCareFeeAgreement,true,0tX,Percentile Based Care Fee Agreement,Percentile Based Care Fee Agreement,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
Period,,026,Period,Period,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
PermissionSet,,0PS,Permission Set,Permission Sets,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,true,,false,,,,
PermissionSetAssignment,,0Pa,Permission Set Assignment,Permission Set Assignments,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
PermissionSetEvent,,0f3,Permission Set Event,Permission Set Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,,false,,,,
PermissionSetEventStore,,0f9,Permission Set Event Store ,Permission Set Event Stores,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
