name,hasCustomObject,keyPrefix,label,labelPlural,createable,updateable,deletable,activateable,associateEntityType,associateParentEntity,compactLayoutable,custom,customSetting,deepCloneable,defaultImplementation,deprecatedAndHidden,feedEnabled,hasSubtypes,idEnabled,implementedBy,implementsInterfaces,isInterface,isSubtype,layoutable,mergeable,mruEnabled,networkScopeFieldName,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,DescribeFields,RecordTypeInfos,searchLayoutable,dataTranslationEnabled
DashboardSnapshotResults,,0zf,Dashboard Snapshot Item Result,Dashboard Snapshot Item Results,true,false,true,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataAction,true,3o9,Data Action,Data Actions,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataActionJobStatusEvent,,17U,Data action job status event,Data action job status event,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataActionJobSummary,true,1A5, Data Action Job Summary , Data Action Job Summary,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,true,true,false,true,true,,,,
DataActionJobSummaryOwnerSharingRule,,, Data Action Job Summary  Owner Rule, Data Action Job Summary  Owner Rule,true,true,true,false,OwnerSharingRule,DataActionJobSummary,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataActionTarget,true,9sq,Data Action Target,Data Action Targets,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataActionTargetOwnerSharingRule,,,Data Action Target Owner Rule,Data Action Target Owner Rule,true,true,true,false,OwnerSharingRule,DataActionTarget,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataAssessmentFieldMetric,,03Q,Data Assessment Field Metric,Data Assessment Field Metrics,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataAssessmentMetric,,03P,Data Assessment Metric,Data Assessment Metrics,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataAssessmentValueMetric,,03R,Data Assessment Field Value Metric,Data Assessment Field Value Metrics,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataAssetPromotionRequest,,1NE,Data Asset Promotion Request,Data Asset Promotion Requests,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,false,,false,,,,
DataAssetSemanticGraphEdge,,0m3,Data Asset Semantic Graph Edge Info,Data Asset Semantic Graph Edges Info,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
DataAssetUsageTrackingInfo,,6D9,Data Asset Usage Tracking Info,Data Asset Usage Tracking Info,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
DataCategoryCustom__dlm,,qBg,DataCategoryCustom__dlm,DataCategoryCustom__dlm,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,,false,,,,
DataCategoryGroupCustom__dlm,,qBh,DataCategoryGroupCustom__dlm,DataCategoryGroupCustom__dlm,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,,false,,,,
DataCategorySelectionCustom__dlm,,qBi,DataCategorySelectionCustom__dlm,DataCategorySelectionCustom__dlm,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,,false,,,,
DatacloudAddress,,07m,Data.com Address,Data.com Addresses,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,,false,,,,
DataCommCapActvTarget,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataCommCapDataSpace,,1Du,Data Communication Capping Data Space,Data Communication Capping Data Spaces,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataCommCapDim,,1E7,Data Communication Capping Dimension,Data Communication Capping Dimensions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataCommCapDimValue,,1E5,Data Communication Capping Dimension Value,Data Communication Capping Dimension Values,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataCommCapRelatedDim,,1Dk,Data Communication Capping Related Dimension,Data Communication Capping Related Dimensions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataCommCapRule,,1Dn,Data Communication Capping Rule,Data Communication Capping Rules,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataCommCapRuleDim,,1Dj,Data Communication Capping Rule Dimension,Data Communication Capping Rule Dimension,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataCommunicationCap,true,19j,Communication Capping,Communication Capping,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,,true,,,,
DataCommunicationCapOwnerSharingRule,,,Communication Capping Owner Rule,Communication Capping Owner Rule,true,true,true,false,OwnerSharingRule,DataCommunicationCap,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataConctCredExpiryEvent,,1Gr,Data Connection Credential Expiry Event,Data Connection Credential Expiry Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataConnectorStatusEvent,,0ue,Data Connector Status Event,Data Connector Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataEncryptionKey,,1Pj,Data Encryption Key,Data Encryption Key,true,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,,false,,,,
DataFeatureDeprovisionEvent,,1b5,Data Cloud Feature Deprovision Event,Data Cloud Feature Deprovision Event,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
Dataflow,,02K,Dataflow,Dataflows,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataflowInstance,,03C,Dataflow Job,Dataflow Jobs,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataflowNode,,03L,Dataflow Node Detail,Dataflow Node Details,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataflowRequest,,030,Dataflow Request,Dataflow Requests,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataflowTrigger,,7Ce,Dataflow Trigger,Dataflow Triggers,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataflowTriggerSource,,2BM,Dataflow Trigger Source,Dataflow Trigger Sources,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataflowVersion,,02L,Dataflow Version,Dataflow Versions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataGraph,true,0g7,Data Graph,Data Graphs,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataHarmonizedModelObjRef,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataIntegrationRecordPurchasePermission,,0Gy,DataIntegrationRecordPurchasePermission,DataIntegrationRecordPurchasePermissions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataKitDeployEvent,,3Dc,Data Kit Deployment Event,Data Kit Deployment Events,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataKitDeploymentLog,true,1D0,Data Kit Deployment Log,Data Kit Deployment Logs,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataKitDeploymentLogOwnerSharingRule,,,Data Kit Deployment Log Owner Rule,Data Kit Deployment Log Owner Rule,true,true,true,false,OwnerSharingRule,DataKitDeploymentLog,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataLakeObjectInstance,true,1dl,Data Lake Object,Data Lake Objects,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataLineageDefSyncLog,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataLineageNodeDefSyncLog,true,1Rf,Data Lineage Node Definition Sync Log,Data Lineage Node Definition Sync Logs,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,true,,,,
DataLineageNodeDefSyncLogOwnerSharingRule,,,Data Lineage Node Definition Sync Log Owner Rule,Data Lineage Node Definition Sync Log Owner Rule,true,true,true,false,OwnerSharingRule,DataLineageNodeDefSyncLog,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
datamask__DataMask_Configuration__mdt,true,m04,DataMask Configuration,DataMask Configurations,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
datamask__DM_Object_Metadata__c,true,a03,Object Metadata,Object Metadata,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,true,,,true,
datamask__DM_Object_Metadata__OwnerSharingRule,,,Owner Rule: Object Metadata,Owner Rule: Object Metadata,true,true,true,false,OwnerSharingRule,datamask__DM_Object_Metadata__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
datamask__Masking_Configuration__c,true,a04,Masking Configuration,Masking Configuration,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
datamask__Masking_Configuration__OwnerSharingRule,,,Owner Rule: Masking Configuration,Owner Rule: Masking Configuration,true,true,true,false,OwnerSharingRule,datamask__Masking_Configuration__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
datamask__Masking_Execution_Log__c,true,a05,Run Log,Run Logs,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
datamask__Masking_Execution_Log__OwnerSharingRule,,,Owner Rule: Run Log,Owner Rule: Run Log,true,true,true,false,OwnerSharingRule,datamask__Masking_Execution_Log__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
datamask__Masking_Field__mdt,true,m05,Masking Field,Masking Fields,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
datamask__Masking_Object__mdt,true,m06,Masking Object,Masking Objects,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
datamask__Object_Metadata__mdt,true,m07,Object Metadata,Object Metadata,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
DataMaskCustomValueLibrary,true,9dl,Custom Library,Custom Libraries,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataMaskCustomValueLibraryOwnerSharingRule,,,Custom Library Owner Rule,Custom Library Owner Rule,true,true,true,false,OwnerSharingRule,DataMaskCustomValueLibrary,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataMltOrgMdatChgsetEvent,,1Tf,Data Multi Org Metadata Changeset Event,Data Multi Org Metadata Changeset Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataModelRelationConstraint,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataMultiOrgConnection,,262,Data Multi Org Connection,Data Multi Org Connections,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataMultiOrgObjectRef,,265,Multi Org Object Reference,Multi Org Object References,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataMultiOrgServiceEvent,,0QY,Multi-org Service Event,Multi-org Service Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataMultiOrgSyncStatus,,264,Multi Org Sync Status,Multi Org Sync Statuses,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataObjBillableStatusEvent,,1DC,Data Object Billable Status Event,Data Object Billable Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataObjectDataChgEvent,,1e5,Data Object Data Change Event,Data Object Data Change Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataObjectMetadataChgEvent,,1e4,Data Object Metadata Change Event,Data Object Metadata Change Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataObjSecondaryIndex,,1Tx,Secondary Index,Secondary Indexes,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,true,,,,
DataOrgExtShareEvent,,2e3,Data Org Ext Share Event,Data Org Ext Share Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataPackageKit,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataPrepRecipe,,05v,Data Prep Recipe,Data Prep Recipes,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,false,,false,,,,
DataPrepServiceLocator,,0fL,Data Prep Service Locator,Data Prep Service Locators,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,true,,,,
DataPrepServiceLocatorOwnerSharingRule,,,Data Prep Service Locator Owner Rule,Data Prep Service Locator Owner Rule,true,true,true,false,OwnerSharingRule,DataPrepServiceLocator,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataQueryWorkspace,true,20m,Query Editor,Query Editor,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,true,,,,
DataQueryWorkspaceOwnerSharingRule,,,Query Editor Owner Rule,Query Editor Owner Rule,true,true,true,false,OwnerSharingRule,DataQueryWorkspace,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataQueryWorkspaceTab,true,20n,Entity,Query Tabs,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,true,,,,
DataRemoteOrgDataSpaceMap,,263,Remote Org Data Space Mapping,Remote Org Data Space Mappings,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataSemanticSearch,,18l,Search Index,Search Index,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DatasetAccess,,02M,Dataset Access,Dataset Accesses,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatasetDarkLaunch,,0Zt,DatasetDarkLaunch,DatasetDarkLaunches,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatasetExport,,0Px,Dataset Export,Dataset Exports,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatasetExportEvent,,0Or,Dataset Export Event,Dataset Export Events,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DatasetExportPart,,0Py,Dataset Export Part,Dataset Export Parts,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatasetFetch,,0Zd,Dataset Fetched,Datasets Fetched,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatasetFieldSynonym,,0kc,Dataset Field Synonym,Dataset Field Synonyms,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatasetFieldSynonymUser,,0kg,Dataset Field Synonym User,Dataset Field Synonym Users,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatasetRegister,,02O,Dataset Registered,Datasets Registered,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataShellTntUpgradeEvent,,1D8,Shell Tenant Upgrade Event,Shell Tenant Upgrade Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataShrMappingStatusEvent,,2e2,Data Share Mapping Status Event,Data Share Mapping Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataSourceBundle,true,8Sj,Data Source Bundle,Data Source Bundles,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
DataSourceBundleOwnerSharingRule,,,Data Source Bundle Owner Rule,Data Source Bundle Owner Rule,true,true,true,false,OwnerSharingRule,DataSourceBundle,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataSpace,,0vh,Data Space,Data Spaces,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataSpaceFilterCondition,,0vk,Data Space Filter Condition,Data Space Filter Conditions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataSpaceFilterCriteria,,0vj,Data Space Filter Criterion,Data Space Filter Criteria,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataSpaceInternalOrg,,4Fu,Data Space Internal Organization,Data Space Internal Organization,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DataStatistics,,05a,Data Statistics,Data Statistics,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
DataStream,true,1ds,Data Stream,Data Streams,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataStreamNewFieldEvent,,1e8,Data Stream New Field Event,Data Stream New Field Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataStreamStatusEvent,,1e0,Data Stream Status Event,Data Stream Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataSyncConnectorEvent,,9cs,Data Sync Connector Status Event,Data Sync Connector Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,true,false,,,,
DataType,,4dt,Data Type,Data Types,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
DataUseLegalBasis,true,0ZT,Data Use Legal Basis,Data Use Legal Bases,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataUseLegalBasisOwnerSharingRule,,,Data Use Legal Basis Owner Rule,Data Use Legal Basis Owner Rule,true,true,true,false,OwnerSharingRule,DataUseLegalBasis,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataUsePurpose,true,0ZW,Data Use Purpose,Data Use Purposes,true,true,true,false,,,true,false,false,true,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DataUsePurposeOwnerSharingRule,,,Data Use Purpose Owner Rule,Data Use Purpose Owner Rule,true,true,true,false,OwnerSharingRule,DataUsePurpose,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DataWeaveResource,,7FY,DataWeave Resource,DataWeave Resources,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DatedConversionRate,,04w,Dated Conversion Rate,Dated Conversion Rate,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DateMetadata,,0La,Date Metadata,Date Metadata,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DBM_Data_Entry__c,true,a8L,DBM Data Entry,DBM Data Entries,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,true,,,true,
DBM_Event__e,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBM_Report__c,true,a8O,DBM Report,DBM Reports,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DBM_Report__OwnerSharingRule,,,Owner Rule: DBM Report,Owner Rule: DBM Report,true,true,true,false,OwnerSharingRule,DBM_Report__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DBM_Report_Grouping__c,true,a8N,DBM Report Grouping,DBM Report Groupings,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,true,,,true,
DBM_Report_Grouping_Entry__c,true,a8M,DBM Report Grouping Entry,DBM Report Grouping Entries,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,true,,,true,
DcsnTblSourceObjectRecord,,7WU,Decision Table Source Object Record,Decision Table Source Object Records,true,false,true,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionMatrixDefinition,,9QN,Decision Matrix Definition,Decision Matrix Definitions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionMatrixDefinitionVersion,,9QO,Decision Matrix Definition Version,Decision Matrix Definition Versions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTable,,0lD,Decision Table,Decision Tables,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTableDataset,,7wU,Decision Table Dataset,Decision Table Datasets,true,false,true,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTableDatasetLink,,0lX,Decision Table Dataset Link,Decision Table Dataset Links,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTableParameter,,0lP,Decision Table Parameter,Decision Table Parameters,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTableRecordset,,195,Decision Table Recordset,Decision Table Recordsets,true,false,true,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTableSourceCriteria,,0VT,Decision Table Source Criteria,Decision Table Source Criteria,false,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTblDatasetParameter,,0lZ,Decision Table Dataset Parameter,Decision Table Dataset Parameters,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DecisionTblFileImportData,true,1FI,Decision Table File data,Decision Table File datas,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,true,true,true,,,,
DecisionTblFileImportDataOwnerSharingRule,,,Decision Table File data Owner Rule,Decision Table File data Owner Rule,true,true,true,false,OwnerSharingRule,DecisionTblFileImportData,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DeclinedEventRelation,,,Declined Event Relation,Declined Event Relations,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DelegatedAccount,true,0du,External Managed Account,External Managed Accounts,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
DelegatedAccountOwnerSharingRule,,,External Managed Account Owner Rule,External Managed Account Owner Rule,true,true,true,false,OwnerSharingRule,DelegatedAccount,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DeleteEvent,,00C,Recycle Bin Item,Recycle Bin,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
DeliveryEstimationSetup,true,2A0,Delivery Estimation Setup,Delivery Estimation Setups,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DeliveryEstimationSetupOwnerSharingRule,,,Delivery Estimation Setup Owner Rule,Delivery Estimation Setup Owner Rule,true,true,true,false,OwnerSharingRule,DeliveryEstimationSetup,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DiagnosticSummary,true,0lQ,Diagnostic Summary,Diagnostic Summaries,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
DiagnosticSummaryDetail,true,0oB,Diagnostic Summary Detail,Diagnostic Summary Details,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
DiagnosticSummaryOwnerSharingRule,,,Diagnostic Summary Owner Rule,Diagnostic Summary Owner Rule,true,true,true,false,OwnerSharingRule,DiagnosticSummary,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DialerCallUsage,,0gX,Dialer Call Usage,Dialer Call Usages,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DialerCallUsageOwnerSharingRule,,,Dialer Call Usage Owner Rule,Dialer Call Usage Owner Rule,true,true,true,false,OwnerSharingRule,DialerCallUsage,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DigitalSignature,true,1DS,Digital Signature,Digital Signatures,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,true,,,,
DigitalVerfSetupDetail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DigitalVerification,true,15E,Digital Verification,Digital Verifications,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
DigitalVerificationOwnerSharingRule,,,Digital Verification Owner Rule,Digital Verification Owner Rule,true,true,true,false,OwnerSharingRule,DigitalVerification,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
DigitalVerificationSetup,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
